#RestWavelength(Angs),f$_\lambda$
3500.0143288085665,1.469816657787603
3500.8195523405925,1.4415097827219074
3501.6267722945986,1.4390845261525271
3502.4322176512887,1.456028631364171
3503.239881254624,1.4570639805473298
3504.045770260643,1.4530633900506416
3504.8518810913265,1.468303037130313
3505.6602101686553,1.4841180111966454
3506.466542824003,1.4861890218760823
3507.2753155506607,1.4768975399728481
3508.0820918553377,1.4612653841018013
3508.8910864066597,1.4708124840523413
3509.698306360666,1.5108358564254143
3510.505526314672,1.522419768084367
3511.315186339987,1.494482740105461
3512.122849943322,1.4724361559668115
3512.9327317933016,1.4696848327251213
3513.74106087063,1.4703905316992576
3514.5511645452743,1.4822072256359706
3515.3597154472673,1.48875766180576
3516.1684881739247,1.4784276469776423
3516.9792573225623,1.4627003914419476
3517.788251873884,1.4440734006033387
3518.5994646718505,1.4357164280539678
3519.408902872501,1.4293195360135733
3520.220559319797,1.4168714831875038
3521.0304411697766,1.4244083204493592
3521.8403230197564,1.4399452128227872
3522.6524231163808,1.4362760811777258
3523.4629704403537,1.421499119210258
3524.2752923616426,1.4080479138342112
3525.08606151028,1.4025030134779795
3525.8990489055627,1.420834639347461
3526.710261703529,1.4475665392769443
3527.5214745014955,1.4532461004810004
3528.3349055461067,1.4502543645039958
3529.1465619934024,1.4577477682517206
3529.9604366873423,1.4584949953295085
3530.7725367839666,1.4350410954167672
3531.5866333025715,1.406169100727366
3532.399177048525,1.4092710289385841
3533.211720794478,1.4444499143274836
3534.026482787076,1.469723411658982
3534.8394701823586,1.476681890378977
3535.6546758242857,1.4905264635353703
3536.4678850442324,1.4973469538597708
3537.283534335488,1.485922105067773
3538.097187204764,1.4849320111616096
3538.9130583206843,1.5020514638615194
3539.727154839289,1.5003864459314729
3540.541473182558,1.4600502036362721
3541.358009772472,1.4175063116320439
3542.1725499404056,1.42304640730172
3542.989530179648,1.449830657612382
3543.804513996911,1.451876120379418
3544.621716060818,1.443285491573128
3545.4371435274093,1.4528731340966363
3546.2527928186655,1.4681109309272709
3547.0704385319013,1.4655738483162322
3547.8865314724862,1.4489397864714744
3548.7046208350516,1.4448125841967094
3549.521157424965,1.462974173983413
3550.3394686121947,1.4787561220931165
3551.156227026773,1.4787873297393237
3551.973207266016,1.464204280532049
3552.7924057519035,1.4482711887495079
3553.6096078158107,1.4514973909775042
3554.4290281263625,1.4633530495817946
3555.246895664263,1.461132138320195
3556.0665377994796,1.4516327747585953
3556.8846271620446,1.4440504175135698
3557.702938349274,1.44842333318149
3558.523245958484,1.4699682586184368
3559.3420007950426,1.4756024397834104
3560.1627520535812,1.4695580053795119
3560.981728714804,1.475889451178615
3561.8029236226716,1.4712095339740716
3562.622343933224,1.4497679413583964
3563.44198606844,1.4299812804003267
3564.2636246256366,1.4076827133306138
3565.0834885855174,1.3942277217630354
3565.9055707920434,1.394746869420376
3566.7261002259174,1.3945435180858217
3567.5484042571074,1.400481288406122
3568.369155515646,1.4211511600446312
3569.1901285988492,1.435013243883081
3570.013098104033,1.4244273585037721
3570.8342930119006,1.4148519379537547
3571.6579279910775,1.431353965938181
3572.479566548274,1.4440169999893733
3573.3032015274507,1.4324883431729385
3574.125283733976,1.4122434904834593
3574.947587765166,1.408221260176551
3575.7718882183367,1.4186812206661985
3576.5944140741913,1.4409757993746488
3577.419380001355,1.464302908652461
3578.242349506538,1.460385566689791
3579.067315433702,1.4485863354725035
3579.890728588214,1.4553410048489108
3580.714363567391,1.4694117826507993
3581.5399949685484,1.4816555990850047
3582.3638517723894,1.4796423017771494
3583.1899268228753,1.4654787480421159
3584.014227276046,1.458698891088716
3584.840745975861,1.4581786159624701
3585.66549007836,1.4615463919330924
3586.490456005524,1.481877823612315
3587.3174183546676,1.4976314116201002
3588.142606106496,1.4804928624079707
3588.9700121049686,1.4529170482689846
3589.7956435061255,1.452400787228736
3590.6234931539275,1.4643487829321167
3591.4495682044135,1.4648146789888592
3592.2756432548995,1.4643935401035326
3593.1041583766946,1.469983115104792
3593.9306770765097,1.4711862458487965
3594.7594140229694,1.4703336493170611
3595.586376372113,1.4711961398875704
3596.4155569679015,1.475216125014412
3597.2429629663743,1.4769255275969544
3598.0723653868276,1.4618542786243844
3598.9002150346296,1.4495351322706025
3599.728064682431,1.4631961396868431
3600.5581325768776,1.4817087536651365
3601.386425874008,1.4805070275932186
3602.216937417784,1.4576731598165256
3603.0456743642435,1.4231499661636025
3603.876407732683,1.3925239768573112
3604.705588328472,1.3966109945767557
3605.5347689242603,1.4280471726064439
3606.3661677666937,1.4417785063824908
3607.195792011811,1.4316232021344468
3608.0276345035736,1.4251190560536942
3608.85770239802,1.429315803179758
3609.6899885391113,1.436728415662567
3610.5202782582223,1.450660488001841
3611.3507898019975,1.4662633396682003
3612.1837414170823,1.4695667010493771
3613.0146966101865,1.4631990406244013
3613.8478700499354,1.460734055984938
3614.679268892369,1.4436723421878825
3615.512664156782,1.4166804160322677
3616.3445066485447,1.405828999544481
3617.1763491403067,1.3991722441382455
3618.0104098787137,1.3972776272541103
3618.8429178444694,1.4085682686920311
3619.6772004075406,1.417707824180362
3620.509930197961,1.4216407467239973
3621.3448782350256,1.420586960581789
3622.178051674775,1.417639521171224
3623.0112251145238,1.4124970986375276
3623.8466168009177,1.4227062403523685
3624.68045571466,1.4528502267682244
3625.5162910503827,1.468844242490464
3626.35035178879,1.463976281252394
3627.186408949177,1.4614344678715598
3628.0209133369126,1.4682980582926415
3628.855639549313,1.4682621391890434
3629.6923621836936,1.4628781374203574
3630.5273102207584,1.4621693072882909
3631.364476504468,1.4665917486773188
3632.1998681908617,1.46533509608365
3633.0374781239,1.4580828937980927
3633.8733134596228,1.4588786388358868
3634.7091487953458,1.459822080089269
3635.5474242023774,1.448705415791757
3636.383703187429,1.4270417059153397
3637.2222004191253,1.4181634059021024
3638.0591448781706,1.4239506222042706
3638.8978639345314,1.4263626972211205
3639.735030218241,1.4388763775684243
3640.5724183266148,1.4640160310452837
3641.4120246816333,1.4814839202161398
3642.249634614672,1.488459909587448
3643.089462794355,1.473346710434934
3643.9275163767225,1.449000709413972
3644.7677882057346,1.4473239207445596
3645.606285437431,1.4554773170390154
3646.4450044937917,1.4489824056864924
3647.285941796797,1.4299360015846858
