#RestWavelength(Angs),f$_\lambda$
3602.585382154468,0.8526903585119373
3603.797084814495,0.9432306047728821
3605.008802546166,0.9189378974451539
3606.220533465524,0.9194166906131519
3607.432278514548,0.9563184353871608
3608.644037693238,0.9593844612106058
3609.8558110015933,0.9334724725805502
3611.067598439614,0.9031857993913442
3612.2793990653227,0.8934759448816243
3613.491214762674,0.9095451933846065
3614.7030436477144,0.9146287122506455
3615.91488666242,0.9401124929425038
3617.1267438067907,0.9501460877301869
3618.3386150808274,0.9184182372873256
3619.5505004845295,0.9139912486184728
3620.7624000178976,0.9582629969217911
3621.9743127389534,0.9773679875599484
3623.186240531652,0.9843132387196765
3624.398181512039,1.0135773782679334
3625.6101366220914,1.0427762387313602
3626.822105861809,1.0448974382599716
3628.034089231193,1.0028322288232066
3629.2460857882643,0.9458077911073641
3630.4580974169794,0.9183550121619332
3631.670122233382,0.9320182632694888
3632.882162121428,0.9749501058904457
3634.0942151971617,1.0012615265123146
3635.306282402561,1.0110319005253514
3636.5183627956485,1.0186590658952412
3637.730458260379,1.0168517816300928
3638.942567854775,1.0163808649864075
3640.1546906368594,1.0347044007435788
3641.366827548609,1.0393782081431446
3642.578979532002,1.0166631990316815
3643.791144703083,0.9977513117430287
3645.0033230618515,0.9980721103061602
3646.2155164922633,0.9846347110528737
3647.4277240523406,0.9490222873985689
3648.639944800106,0.9455941818314347
3649.852179677537,0.9872038267311462
3651.064428684634,1.0059251919098522
3652.276691821396,0.9941877469002685
3653.488969087824,0.9969630929026947
3654.7012604839174,1.017170413589337
3655.9135650676985,1.029961538182436
3657.1258847231234,1.0440239027841254
3658.3382175662355,1.064863698340064
3659.550564539014,1.068232389257479
3660.7629256414575,1.0417236993209802
3661.9753008735665,1.0146804860839218
3663.187690235341,1.0041509481053028
3664.400092784804,1.0077946616248823
3665.6125104059097,1.0042540187334779
3666.824941214704,0.9964764413150474
3668.037386153163,1.0049652414587282
3669.249845221288,1.016949882444283
3670.4623184190787,1.0233084172516458
3671.6748048045574,1.0374219021979665
3672.887306261679,1.0514994906544446
3674.0998209064887,1.05411373343764
3675.312349680964,1.0465316883542133
3676.5248935270824,1.0225724021205178
3677.737449618911,0.9891753942962229
3678.950020782383,0.9571183179337636
3680.1626060755207,0.9454675941054308
