#RestWavelength(Angs),f$_\lambda$
3542.5074523211924,0.8302706936440732
3543.3223278487953,0.9399293070011889
3544.1394688073897,0.9322849051540575
3544.954797421191,0.9329520002432856
3545.7721649228843,0.9256753299541944
3546.5879466228835,0.884570896678163
3547.405767210775,0.8828744026774674
3548.2217754538738,0.9298979786021668
3549.040049127964,0.8945512408557628
3549.856510457261,0.864986653687393
3550.6731983296568,0.9203444917993338
3551.4919250899447,0.9290267184280322
3552.30883950544,0.8862223065840685
3553.1280193519265,0.8804168880379066
3553.9453868536198,0.9255830414126349
3554.7650197863045,0.9317792051724932
3555.582840374196,0.7655583474545237
3556.400660962088,0.5184012634981511
3557.220746980971,0.5738285400915225
3558.03924719816,0.7213989524237747
3558.859559760142,0.7463701631774647
3559.6782865204304,0.7470576492200565
3560.49927871171,0.830501930270059
3561.3182320150972,0.9643805771681531
3562.137638404683,1.1079436274096799
3562.959083682161,1.180065224934585
3563.7787166148455,1.1605457887063766
3564.6003884354227,1.115233468787969
3565.420474454306,1.0652914324852563
3566.242599361081,0.9804834535750884
3567.0631384661624,0.8873932644034519
3567.883677571244,0.8722475266805354
3568.7064821073163,0.9120319241745523
3569.527474298596,0.9390272711537435
3570.350505377768,0.9633505134003633
3571.171950655246,0.9628164059752823
3571.995434820616,0.9691791845914464
3572.817106641193,0.9991933286681846
3573.639005004869,1.0515300714456273
3574.4631687995366,1.0847203017497085
3575.285520249411,1.0882132187300093
3576.1099105871776,1.0749608044638552
3576.9324885801516,1.023008139209792
3577.7573320041165,0.9815965614293636
3578.5803630832884,0.969146852864382
3579.403620705559,0.9433386722576353
3580.2291437588215,0.9257762443458127
3581.0526279241917,0.9535870208386263
3581.8786040636523,0.9973809227632153
3582.702541315221,1.018947555600797
3583.5287439977806,1.0093841726517836
3584.3531343355476,0.9714123254568984
3585.177524673314,0.9280899128569989
3586.0044069851715,0.9337820162934707
3586.8292504091364,0.9629548338291335
3587.6563592640928,0.9444670781209707
3588.481882317355,0.9204817471857117
3589.3092177154103,0.8914743343739678
3590.134967311772,0.8413915069321606
3590.9609434512327,0.7786708257408832
3591.7889584785858,0.7402701536802511
3592.6151611611454,0.8222711127135544
3593.443629274697,0.9279077049915394
3594.270285043455,0.9810563063570391
3595.099206243204,0.9860301143445666
3595.9263150981606,0.945954809052681
3596.753423953117,0.8185613525230293
3597.5827982390647,0.7212462075729357
3598.4105867233184,0.7550589976425548
3599.240187552365,0.8066982633877198
3600.068202579718,0.8841212307415155
3600.8984830380627,0.9530748373668844
3601.726951151614,0.980752610850818
3602.555419265165,0.9700226260112405
3603.3861528097077,0.9593913781151265
3604.215074009457,1.011407990668126
3605.046260640198,1.0464232615976652
3605.8756349261457,1.0159921775847098
3606.7070480999855,1.0027673652843754
3607.5368754721317,1.012808476598441
3608.366702844278,0.9449215228421586
3609.198795647415,0.7982406493391535
3610.0290761057595,0.712599582347095
3610.861621995095,0.814408197964941
3611.6921289965385,0.9324445513974556
3612.5251279720724,0.9368062976732604
3613.3560880597142,0.8492380300023196
3614.1893135783475,0.7498574033491623
3615.0207267521873,0.7497665426724945
3615.8523664691265,0.8377013816144232
3616.686271617057,0.8683248282449092
3617.5181378770953,0.8504442006270566
3618.352496111224,0.8812408195655087
3619.1848154574604,0.8746449215563853
3620.0194002346884,0.7314022925176437
3620.8521726671233,0.6453406139698312
3621.685171642657,0.7585419639143294
3622.5202095060836,0.8300057081953857
3623.353661567816,0.8682027345126964
3624.1891525174406,0.9375143304008999
3625.0230576653707,0.9777263936610598
3625.8587751580944,0.9887543314685022
3626.692906849124,0.9913371763893211
3627.527265083253,0.9814400769638651
3628.363888748373,0.9517270735163128
3629.198473525601,0.9267556215338154
3630.0353237338204,0.9021686274927329
3630.8705881403457,0.8573840221543227
3631.7076648916645,0.8465033913984333
3632.543155841289,0.8860206248415669
3633.3788733340125,0.8871430616996618
3634.216629714628,0.8460299769543225
3635.0528002935503,0.8504765421527528
3635.8910097603643,0.8794498964976489
3636.7274068823854,0.9241995692799991
3637.566069435398,0.9943036203860038
3638.402919643617,1.0329536112672708
3639.2399963949356,1.0071863292387766
3640.0791120341464,0.9640784282554752
3640.916415328564,0.9821150416211503
3641.755984053973,1.0184965857501844
3642.593966977688,0.9862460773797347
3643.4337622461962,0.9109119573766861
3644.2719717130103,0.8796049721613617
3645.110407722924,0.8968396051898037
3645.9508826207293,0.9206630950563055
3646.7895451737418,0.9458338313253672
3647.6306997008446,0.9391006272578875
3648.4698153400554,0.8998797948255305
3649.3109698671583,0.8890535995235467
3650.1505385925675,0.8838377674043001
3650.9903338610757,0.8842489351932463
3651.832168017476,0.8487516540979114
3652.6721898290834,0.7102402989736529
3653.514703614781,0.5923596443736374
3654.3551785125865,0.7297795329007728
3655.1976922982844,0.8812236564782349
3656.0386202822883,0.9285455819942886
3656.879774809391,0.939346643065882
3657.7229682243865,0.9387650683499928
3658.5643492945887,0.9536971979943284
3659.407995795782,1.0028506856653125
3660.2498299521826,1.0268629193371788
3661.093929539574,1.0181268664319951
3661.936216782173,1.0101831826396015
3662.7787305678708,0.9834722809981183
3663.6232832414607,0.9466642326275609
3664.4660235702577,0.9461885468451703
3665.311029330046,0.9444904144016886
3666.1542227450414,0.9002135604219006
3666.999681591028,0.8148299104352356
3667.8433280922213,0.7732542486008194
3668.686974593415,0.8176304899819673
3669.533113068699,0.8285961966518655
3670.3772126560907,0.8251347860958244
3671.223577674474,0.879668080440097
3672.068130348064,0.9509327478178566
3672.9149484526456,0.9783491499261099
3673.759954212434,0.9423009166049867
3674.6069988601143,0.9260801456523546
3675.452457706101,0.9593082767910235
3676.297916552088,0.969075294214116
3677.1456408290655,0.9737666565974327
3677.9915527612507,0.9489160840315474
3678.8397301244268,0.9115055898082478
3679.6860951428102,0.9194801080094468
3680.5344990490853,0.9314673773618813
3681.3813171536667,0.9255903946969523
3682.228135258248,0.920768647099993
3683.077218793821,0.9230621685860166
3683.9244899846008,0.9221549958997474
3684.774026606372,0.902255641390723
3685.62175088335,0.888343430166843
3686.4717405913193,0.9002276458968081
3687.3196914113964,0.9164666330576073
3688.167868774573,0.916061983293462
3689.0185381118395,0.9127382501319946
3689.8671685612144,0.9300963562938196
3690.7180644415803,0.9428596583421066
3691.567147977153,0.9375923812507982
3692.418270400618,0.9352041587704543
3693.267807022389,0.9318055703088273
3694.1173436441604,0.9498290945378751
3694.969145696923,0.975365367069071
3695.819361947991,1.0134606777499064
3696.6713905438532,1.099983052676318
3697.5218333380208,1.1464998865880345
3698.3745415631797,1.0884177027117161
3699.2254374435456,1.0030594956953736
3700.0763333239115,0.9636498559871479
3700.929494635269,0.9548928449318583
3701.7810701449325,0.9452980876115901
3702.6346845424882,0.9340878131443869
3703.4864865952504,0.9117904860638908
3704.340327535905,0.8967638953662347
3705.192582674866,0.8979241664472436
3706.045064356926,0.8904041767803548
3706.899584926878,0.8913650117562915
3707.752293152037,0.9118743681951779
3708.607266808188,0.9341092521580354
3709.460428119545,0.9168336571027885
3710.315854861894,0.8604197171159899
3711.169469259449,0.8572094000739533
3712.023083657005,0.8935503994650844
3712.879190028651,0.9155499153516907
3713.733257512405,0.9741336534825884
3714.58959042715,1.0413207438200227
3715.4443375402016,1.0570463827195915
3716.300896998046,1.029741333603342
3717.1558706541964,0.9565426179554417
3718.011070853446,0.9130348834794513
3718.868536483687,0.9501323860767067
3719.7239632260357,0.981773866385115
3720.581655399376,0.9340867913491103
3721.437535227923,0.845221636799742
3722.2956804874616,0.8067055969291653
3723.1520134022066,0.8251692838329312
3724.008572860051,0.89763463320314
3724.867397748887,1.0227510771967325
3725.7241837498304,1.1609723993280177
3726.5834617248647,1.2663383519364708
3727.4407008120065,1.325860937080195
3728.3002053301398,1.3544778973837097
3729.15789750348,1.3733741216221713
3730.015816219919,1.3749031144513475
3730.8760003673497,1.3281959421974898
3731.734145626888,1.2314130303572237
3732.594782860517,1.1216578356304994
3733.4533812062537,1.0345041613447314
3734.3142449829816,0.9772309297534086
3735.173522958016,0.9172698203465358
3736.03280093305,0.8784224452222312
3736.8941177959764,0.842274053175909
3737.7538488572086,0.8174710800152283
3738.615845349432,0.8644036151669706
3739.475802953764,0.9024232031893749
3740.338252532186,0.9015609383594004
3741.198663222716,0.9361686080106386
3742.061339344237,0.9583076582739242
3742.922203120965,0.914924529538807
3743.783293440792,0.8918444858800952
3744.646649191611,0.9487208366818901
3745.507966054537,0.9736002727810339
3746.371774891554,0.9302191679988706
3747.2335448406784,0.8933369504339749
3748.0975802207945,0.8492875649770709
3748.9600297992165,0.7812948478537078
3749.8224793776385,0.7743124396409091
3750.686967843953,0.7727129199556978
3751.5498705085733,0.7633075436815533
3752.415038604185,0.8048762625160027
3753.2781678119045,0.8708639822100315
3754.1437889937147,0.9241643704309793
3755.0073712876324,0.9428064853434822
3755.871180124649,0.9325879091426004
3756.737254392657,0.9283495370009559
3757.6015163158727,0.9506410801546181
3758.468043670079,0.9919447281923183
3759.3327586794926,1.0209105347050698
3760.199512576798,1.006741937634804
3761.06468067241,0.9710917846341747
3761.9298487680217,0.937256730715172
3762.7972822946244,0.8908261439823204
3763.6629034764346,0.8644913300202518
3764.5307900892362,0.9009398927854425
3765.3968643572443,0.9392781475984924
3766.265204056244,0.9068194226105152
3767.1315048673514,0.8496936894222625
3767.998258764657,0.8739817507002386
3768.8670515498548,0.9353650334772975
3769.7340319902596,0.970338229233947
3770.6035044047553,0.9626537769181063
3771.470937931358,0.9460043002538152
3772.3404103458533,0.9256505571012825
3773.208296958655,0.8870194555811106
3774.0764101145555,0.8651217284443499
3774.946562158348,0.9312296183616007
3775.815128400447,1.028384067233535
3776.685733530438,1.0400165628711062
3777.554526315636,0.9661054930391217
3778.4255845318253,0.9121162957694399
3779.2948304032216,0.9273807693561901
3780.164302817717,0.9597032356254408
3781.0360406632035,1.0004448946759614
3781.905966163897,1.0180653842380172
3782.777930552483,1.011281116429343
3783.648082596276,1.0218459571486118
3784.5207266141592,1.0693088349588091
3785.39133174415,1.114202704067962
3786.2621634172406,1.0953719172187868
3787.135260521322,1.036286472284073
3788.00654528061,1.005957587505021
3788.879868927791,1.0242713655266265
3789.7516067732777,1.06160285395095
3790.625610049756,1.0701959434909414
3791.497574438342,1.0378364336852173
3792.369765370027,1.0022449197159427
3793.2442217327034,0.9583975624943736
3794.1168657505864,0.8863569170840494
3794.9917751994612,0.8585598727746208
3795.8648723035426,0.8680944464991955
3796.740234838616,0.8600970053238486
